id,summary
37,"Este decreto, instituído em 22 de fevereiro de 2007, estabelece a Política Nacional de Desenvolvimento Regional (PNDR) com o objetivo de reduzir as desigualdades entre as regiões do Brasil e promover a equidade no acesso ao desenvolvimento. A PNDR visa a estimular o desenvolvimento regional em diferentes escalas e a melhorar a distribuição de investimentos no território nacional, com ênfase em regiões prioritárias. O documento define estratégias para o desenvolvimento regional em níveis macrorregionais e sub-regionais, com a coordenação do Ministério da Integração Nacional. Ele também prevê a criação de fundos e instrumentos financeiros para apoiar projetos de desenvolvimento regional e estabelece competências para o Ministério da Integração Nacional na execução da PNDR, incluindo a elaboração de relatórios de avaliação e monitoramento."
38,"Este é o Decreto Nº 6.040, datado de 7 de fevereiro de 2007, que estabelece a Política Nacional de Desenvolvimento Sustentável dos Povos e Comunidades Tradicionais (PNPCT). O objetivo deste decreto é promover o desenvolvimento sustentável desses povos, reconhecendo e fortalecendo seus direitos territoriais, sociais, ambientais, econômicos e culturais.O texto define os princípios e objetivos dessa política, destacando a importância do respeito à diversidade socioambiental e cultural, a segurança alimentar e nutricional, o desenvolvimento sustentável, entre outros pontos. Além disso, são estabelecidos instrumentos de implementação, como os Planos de Desenvolvimento Sustentável dos Povos e Comunidades Tradicionais, a Comissão Nacional de Desenvolvimento Sustentável dos Povos e Comunidades Tradicionais, fóruns regionais e locais, e o Plano Plurianual.Os Planos de Desenvolvimento Sustentável dos Povos e Comunidades Tradicionais são essenciais para orientar a implementação da política em diferentes esferas de governo, garantindo a participação equitativa dos representantes governamentais e das comunidades envolvidas. Por fim, o decreto prevê ações específicas para solucionar conflitos territoriais, implantar infraestrutura adequada, garantir acesso a serviços de saúde e educação, entre outros aspectos importantes para o desenvolvimento desses povos e comunidades."
39,"Esse decreto institui a Política Nacional de Educação Especial: Equitativa, Inclusiva e com Aprendizado ao Longo da Vida, que visa garantir os direitos à educação e ao atendimento educacional especializado para educandos com deficiência, transtornos globais do desenvolvimento e altas habilidades ou superdotação. Ele estabelece princípios, objetivos, diretrizes e ações para promover uma educação inclusiva e de qualidade, contemplando desde a educação bilíngue de surdos até o desenvolvimento de planos de desenvolvimento individual e escolar. A colaboração entre os diferentes níveis governamentais é destacada, assim como a importância da formação de professores e profissionais da educação especial. O decreto também define mecanismos de avaliação e monitoramento da política e estabelece a coordenação estratégica pelo Ministério da Educação. Além disso, prevê apoio técnico e financeiro da União aos entes federativos para implementação das ações."
40,"Esse texto é o Decreto nº 5.948, de 26 de outubro de 2006, que aprova a Política Nacional de Enfrentamento ao Tráfico de Pessoas e institui o Grupo de Trabalho Interministerial para elaborar proposta do Plano Nacional de Enfrentamento ao Tráfico de Pessoas (PNETP). O decreto define princípios, diretrizes e ações de prevenção, repressão e atendimento às vítimas do tráfico de pessoas, conforme normas nacionais e internacionais de direitos humanos.Ele estabelece a criação do Grupo de Trabalho, que é integrado por representantes de diversos órgãos do governo, como Ministério da Justiça, Ministério das Relações Exteriores, Ministério da Educação, Ministério do Trabalho e Emprego, entre outros. Esse grupo tem como responsabilidade coordenar a elaboração da proposta do Plano Nacional de Enfrentamento ao Tráfico de Pessoas, além de promover a difusão da política, definir metas e prioridades, e elaborar o plano.O decreto também estabelece diretrizes específicas para prevenção, repressão e atendimento às vítimas do tráfico de pessoas em diversas áreas, como Justiça e Segurança Pública, Relações Exteriores, Educação, Saúde, Assistência Social, entre outras.Essas diretrizes incluem desde a elaboração de propostas de aperfeiçoamento da legislação, cooperação internacional, capacitação de profissionais, até o apoio às vítimas com assistência jurídica, social e de saúde, acolhimento, reinserção social e proteção da identidade.No geral, o decreto visa a promover uma atuação integrada e articulada entre os diversos órgãos do governo, além de estabelecer ações concretas para prevenir o tráfico de pessoas, reprimir essa prática criminosa e proteger e assistir às vítimas."
41,"O Decreto Nº 9.607, de 12 de dezembro de 2018, institui a Política Nacional de Exportação e Importação de Produtos de Defesa (Pnei-Prode). Seu objetivo principal é controlar e fomentar a exportação e importação de produtos de defesa, desenvolver a Base Industrial de Defesa (BID), prevenir o tráfico ilícito de armas convencionais e o desvio dessas armasEste decreto estipula que as atividades de exportação e importação devem considerar fatores como os imperativos da defesa nacional, objetivos da política externa, compromissos internacionais e tratados que o Brasil é parte, assim como potenciais riscos associados ao uso indevido dos produtos de defesa.O Ministério da Defesa desempenha um papel central, responsável por analisar, autorizar e regular as operações de exportação e importação dos produtos de defesa, em coordenação com o Ministério das Relações Exteriores. Esse processo envolve desde a análise de segurança nacional até a observância de embargos internacionais e normas de controle de armamentos.Além disso, o decreto detalha os procedimentos administrativos e operacionais relacionados ao comércio exterior de produtos de defesa, abrangendo aspectos como licenças, certificados e o Sistema Integrado de Comércio Exterior (Siscomex) para gerenciar essas atividades."
42,"O Decreto Nº 6.755, de 29 de janeiro de 2009, institui a Política Nacional de Formação de Profissionais do Magistério da Educação Básica no Brasil. Este decreto define diretrizes para a formação inicial e continuada dos educadores nas redes públicas, promovendo uma colaboração entre União, Estados, Distrito Federal e Municípios. A política é orientada por princípios que enfatizam a formação docente como um compromisso público e um projeto social, político e ético, buscando a qualidade educacional e a valorização profissional do docenteAlém disso, o decreto detalha os objetivos da política, como melhorar a qualidade da educação básica, apoiar a oferta de cursos de formação, promover a igualdade de oportunidades de formação e valorizar o magistério por meio de ações formativas. A execução desses objetivos será realizada por meio de Fóruns Estaduais Permanentes de Apoio à Formação Docente, que elaborarão planos estratégicos para atender as necessidades de formação dos profissionais.A formação inicial dos professores será ampliada nas instituições públicas de educação superior e a formação continuada será oferecida tanto em modalidades presenciais quanto à distância. O Ministério da Educação, em conjunto com a CAPES, terá um papel fundamental no apoio financeiro e técnico às instituições e programas de formação docente."
43,"O Decreto nº 7.415, de 30 de dezembro de 2010, estabelece a Política Nacional de Formação dos Profissionais da Educação Básica, bem como o Programa de Formação Inicial em Serviço dos Profissionais da Educação Básica dos Sistemas de Ensino Público, conhecido como Profuncionário. Este programa visa a formação técnica em nível médio de servidores que atuam na educação básica pública, abrangendo diversas áreas como Secretaria Escolar, Alimentação Escolar, Infraestrutura Escolar, entre outras.Os princípios dessa política incluem o compromisso social e ético na formação dos profissionais, a colaboração entre os diferentes níveis de governo, a garantia de qualidade nos cursos de formação, a integração entre teoria e prática, a valorização dos profissionais da educação, a equidade no acesso à formação, entre outros.Seus objetivos principais são a melhoria da qualidade da educação básica, a promoção da igualdade de oportunidades na formação dos profissionais, o estímulo à valorização desses profissionais, a ampliação da oferta de cursos e atividades de formação, e o atendimento às políticas de educação especial, alfabetização, educação de jovens e adultos, entre outras.A implementação do Profuncionário ocorre em colaboração entre os entes federados, com a criação de coordenações estaduais e a elaboração de planos estratégicos para atender às necessidades de formação dos profissionais da educação básica.O Ministério da Educação apoia financeiramente e tecnicamente as ações de formação, a ampliação da oferta de cursos, e o desenvolvimento do Profuncionário, garantindo assim a execução e o sucesso dessa política nacional de formação dos profissionais da educação básica."
44,"O Decreto n° 7.747, de 5 de junho de 2012, institui a Política Nacional de Gestão Territorial e Ambiental de Terras Indígenas (PNGATI). Essa política visa garantir a proteção, conservação e uso sustentável dos recursos naturais das terras indígenas, respeitando a autonomia sociocultural dos povos indígenas. O documento estabelece diretrizes, objetivos e eixos de atuação, como a proteção territorial, o fortalecimento das organizações indígenas, a participação dos povos indígenas na governança, a criação de áreas protegidas e a promoção de iniciativas sustentáveis. Órgãos como o Comitê Gestor da PNGATI e a Comissão Nacional de Política Indigenista são responsáveis pela implementação e acompanhamento da política. O decreto revoga legislações anteriores e entra em vigor na data de sua publicação."
45,"O Decreto nº 10.160, de 9 de dezembro de 2019, estabelece a Política Nacional de Governo Aberto e cria o Comitê Interministerial de Governo Aberto. Esta política visa ampliar a transparência, o acesso à informação, melhorar os serviços públicos e fortalecer a integridade no âmbito do Poder Executivo federal. Entre suas diretrizes estão o aumento da disponibilidade de informações governamentais, o estímulo à participação social, o uso de novas tecnologias para promover inovação e transparência, além do fortalecimento dos processos de transparência e acesso à informação. O Comitê Interministerial terá a função de propor medidas, promover a cultura do governo aberto entre os servidores públicos e coordenar a implementação dos planos de ação. Ele será composto por representantes de diversos órgãos governamentais e se reunirá periodicamente para avaliar e orientar as ações relacionadas ao governo aberto. O Decreto revoga dispositivos anteriores e entra em vigor na data de sua publicação."
46,"O Decreto nº 10.534, de 28 de outubro de 2020, estabelece a Política Nacional de Inovação e sua governança. A política visa orientar, coordenar e articular estratégias, programas e ações de estímulo à inovação no setor produtivo, além de promover a cooperação entre os entes federativos. Seus princípios incluem integração, transversalidade e apoio ao gestor público. Os eixos para implementação abrangem qualificação profissional, alinhamento de programas de fomento à inovação e estímulo à cultura empreendedora. A governança é assegurada pela Câmara de Inovação, responsável por formular, aprovar e coordenar a Estratégia Nacional de Inovação, promovendo a integração entre órgãos públicos e privados. O monitoramento e avaliação visam garantir transparência e eficácia das ações. A colaboração de Estados, Distrito Federal e Municípios é facultativa, e a assistência técnica e financeira é prevista mediante adesão voluntária e respeitando as disposições orçamentárias."
47,"O Decreto nº 9.245, de 20 de dezembro de 2017, estabelece a Política Nacional de Inovação Tecnológica na Saúde (PNITS), regulamentando o uso do poder de compra do Estado em contratações e aquisições relacionadas aos produtos e serviços estratégicos para o Sistema Único de Saúde (SUS). Este decreto tem como objetivo promover o desenvolvimento tecnológico na área da saúde, estimular a inovação, reduzir a dependência externa e fortalecer a produção nacional de produtos e serviços essenciais para o SUS.A PNITS abrange diversos instrumentos estratégicos, como as Parcerias para o Desenvolvimento Produtivo (PDP), as Encomendas Tecnológicas na Área da Saúde (ETECS) e as Medidas de Compensação na Área da Saúde (MECS). Esses instrumentos visam promover o desenvolvimento, a transferência e a absorção de tecnologias relacionadas à saúde, bem como estimular a pesquisa, o desenvolvimento e a fabricação de produtos estratégicos no país.Além disso, o decreto institui o Grupo Executivo do Complexo Industrial da Saúde (Gecis), responsável por articular os diversos atores envolvidos na PNITS e promover um ambiente propício ao desenvolvimento industrial e tecnológico na área da saúde. O Gecis é composto por representantes de diversos órgãos e entidades públicos, que atuam em conjunto para promover a inovação tecnológica na saúde.Por fim, o decreto estabelece disposições transitórias e finais, revogando decretos anteriores e entrando em vigor na data de sua publicação."
48,"O Decreto nº 8.793, de 29 de junho de 2016, estabelece a Política Nacional de Inteligência (PNI) com o objetivo de definir os parâmetros e limites da atividade de inteligência no Sistema Brasileiro de Inteligência, conforme estabelecido pela Lei nº 9.883/1999. O Gabinete de Segurança Institucional da Presidência da República é responsável pela coordenação das atividades de inteligência no âmbito da administração pública federal. Órgãos e entidades da administração pública federal devem considerar, em seus planejamentos, ações que fortaleçam o Sistema Brasileiro de Inteligência. O decreto entra em vigor na data de sua publicação."
50,"O Decreto Nº 5.813, de 22 de junho de 2006, aprova a Política Nacional de Plantas Medicinais e Fitoterápicos e estabelece medidas para sua implementação. A política tem como objetivo geral garantir à população brasileira acesso seguro e uso racional de plantas medicinais e fitoterápicos, promovendo o desenvolvimento sustentável da biodiversidade e da indústria nacional. Para isso, são definidos objetivos específicos e diretrizes que incluem regulamentação, formação técnico-científica, pesquisa, desenvolvimento tecnológico, promoção do uso sustentável da biodiversidade, apoio à agricultura familiar, entre outros. O monitoramento e avaliação da política serão realizados por meio de um Comitê Nacional e critérios específicos definidos para acompanhar sua implementação e impacto."
51,"O Decreto nº 4.886, de 20 de novembro de 2003, estabelece a Política Nacional de Promoção da Igualdade Racial (PNPIR), com o intuito de reduzir as desigualdades raciais no Brasil, especialmente entre a população negra. Este decreto visa a redefinição do papel do Estado na prestação de serviços públicos, com foco na igualdade de oportunidades e tratamento. Considerando a necessidade de ações transversais, participativas e descentralizadas para combater as discriminações raciais históricas, o Governo Federal institui a Secretaria Especial de Políticas de Promoção da Igualdade Racial. A PNPIR inclui a defesa de direitos, ações afirmativas, e a articulação entre raça e gênero, com princípios de transversalidade, descentralização e gestão democrática. Suas diretrizes buscam fortalecer instituições, incorporar a questão racial em políticas governamentais, consolidar formas democráticas de gestão e melhorar a qualidade de vida da população negra. As ações propostas abrangem desde a qualificação de servidores até o apoio a comunidades quilombolas, programas de inclusão social, incentivo à educação e ao empreendedorismo negro, além da inserção da questão racial na agenda internacional do Brasil."
52,"O Decreto nº 6.044, de 12 de fevereiro de 2007, aprova a Política Nacional de Proteção aos Defensores dos Direitos Humanos (PNPDDH), estabelecendo princípios e diretrizes para proteger e assistir pessoas, grupos ou organizações que promovem, protegem e defendem os Direitos Humanos. A Secretaria Especial dos Direitos Humanos deverá elaborar um Plano Nacional de Proteção aos Defensores dos Direitos Humanos no prazo de noventa dias. Enquanto isso, medidas urgentes poderão ser adotadas para garantir a integridade dos defensores. A PNPDDH define os defensores dos direitos humanos e estabelece princípios como respeito à dignidade da pessoa humana e não-discriminação. Diretrizes gerais incluem fortalecimento do pacto federativo e cooperação internacional, enquanto diretrizes específicas abordam medidas preventivas, conscientização, responsabilização dos autores de ameaças, e assistência aos defensores em situação de risco."
53,"O Decreto nº 8.972, de 23 de janeiro de 2017, institui a Política Nacional de Recuperação da Vegetação Nativa (Proveg), com o objetivo de promover a recuperação de florestas e vegetação nativa, impulsionar a regularização ambiental de propriedades rurais e proteger recursos hídricos, entre outros. A Proveg será implementada pelo Poder Executivo federal em cooperação com Estados, Municípios, Distrito Federal e organizações da sociedade civil e privadas. Define-se conceitos como condução da regeneração natural da vegetação e recuperação da vegetação nativa. Diretrizes incluem a promoção da adaptação às mudanças climáticas e a recuperação de Áreas de Preservação Permanente. Será implantada através do Plano Nacional de Recuperação da Vegetação Nativa (Planaveg), integrado com diversos programas e instrumentos. Institui-se a Comissão Nacional para Recuperação da Vegetação Nativa (Conaveg), responsável pela coordenação, monitoramento e avaliação da Proveg e do Planaveg. O Decreto entra em vigor na data de sua publicação."
54,"O Decreto nº 8.614, de 22 de dezembro de 2015, regulamenta a Lei Complementar nº 121, de 2006, estabelecendo a Política Nacional de Repressão ao Furto e Roubo de Veículos e Cargas. Esta política tem como objetivos principais estabelecer estratégias de ação contra esses crimes, capacitar e articular órgãos e entidades competentes, promover integração e incentivar a prevenção, fiscalização e repressão, entre outros. O Sistema Nacional de Prevenção, Fiscalização e Repressão ao Furto e Roubo de Veículos e Cargas é constituído por diversos órgãos, coordenado pelo Comitê Gestor da Política Nacional de Repressão ao Furto e Roubo de Veículos e Cargas. Este comitê tem responsabilidades como coordenar a política, estabelecer diretrizes e procedimentos, além de publicar relatórios periódicos. O Decreto também cria o Programa de Operações Integradas de Combate ao Roubo de Cargas (Proint) para combater o roubo de cargas em operações interestaduais ou internacionais. O texto entra em vigor na data de sua publicação."
55,"O Decreto nº 7.272, de 25 de agosto de 2010, regulamenta a Lei nº 11.346, de 15 de setembro de 2006, que estabelece o Sistema Nacional de Segurança Alimentar e Nutricional (SISAN), com o objetivo de garantir o direito humano à alimentação adequada e instituir a Política Nacional de Segurança Alimentar e Nutricional (PNSAN). Ele define diretrizes e objetivos da PNSAN, como a promoção do acesso universal à alimentação adequada, o estímulo a sistemas sustentáveis de produção de alimentos, a educação alimentar e nutricional, e o fortalecimento das ações de saúde relacionadas à alimentação. O decreto também detalha a gestão do sistema, responsabilidades dos órgãos envolvidos e mecanismos de financiamento, participação social, monitoramento e avaliação da política."
56,"O Decreto nº 9.573, de 22 de novembro de 2018, aprova a Política Nacional de Segurança de Infraestruturas Críticas (PNSIC). O documento estabelece que o acompanhamento dos assuntos relacionados às infraestruturas críticas no âmbito da administração pública federal é de responsabilidade do Gabinete de Segurança Institucional da Presidência da República. Além disso, determina que a administração pública federal e empresas estatais dependentes de recursos do Tesouro Nacional considerem a segurança das infraestruturas críticas em seus planejamentos. A União também buscará orientar as empresas estatais não dependentes de recursos do Tesouro Nacional e outros entes federativos a fazerem o mesmo. O Decreto entra em vigor na data de sua publicação."
57,"O Decreto nº 7.602, de 7 de novembro de 2011, trata da Política Nacional de Segurança e Saúde no Trabalho (PNSST). O documento é promulgado pela Presidenta da República e estabelece diretrizes nacionais para segurança e saúde ocupacional, em conformidade com normas internacionais. O decreto entra em vigor na data de sua publicação."
58,"O Decreto nº 9.612, de 17 de dezembro de 2018, aborda as políticas públicas de telecomunicações, delineando objetivos gerais para promover o acesso à internet, a inclusão digital e um mercado competitivo. Estabelece diretrizes para o desenvolvimento tecnológico, a ampliação da cobertura de redes de acesso móvel e banda larga, além de promover a formação e capacitação para uso das tecnologias da informação e comunicação (TIC). O Ministério da Ciência, Tecnologia, Inovações e Comunicações é designado para implementar e supervisionar essas políticas, enquanto a Anatel regula o setor, orientada pelas diretrizes ministeriais. O compartilhamento de infraestrutura, a cessão de imóveis para instalação de redes de telecomunicações e a revisão dos instrumentos legais para financiamento de iniciativas no setor também são abordados. O decreto revoga legislações anteriores sobre o tema e entra em vigor na data de sua publicação."
59,"O Decreto nº 9.450, de 24 de julho de 2018, institui a Política Nacional de Trabalho no Sistema Prisional, visando ampliar e qualificar as oportunidades de emprego, empreendedorismo e formação profissional para pessoas presas e egressas do sistema prisional. Este decreto regulamenta o § 5º do art. 40 da Lei nº 8.666/93, estabelecendo princípios, diretrizes e objetivos para a inserção dessas pessoas no mercado de trabalho. Entre as medidas previstas estão a exigência de contratação de mão de obra prisional em contratos de serviços públicos, o estímulo à elaboração de planos estaduais sobre trabalho prisional, a promoção da ressocialização e o estabelecimento de garantias para os trabalhadores presos. O decreto busca também a sensibilização da sociedade para a importância do trabalho na reintegração social e estabelece mecanismos para fiscalização e cumprimento das disposições previstas."
60,"O Decreto nº 914, de 6 de setembro de 1993, institui a Política Nacional para a Integração da Pessoa Portadora de Deficiência, estabelecendo orientações normativas para garantir o pleno exercício dos direitos individuais e sociais das pessoas com deficiência. O decreto define os princípios, diretrizes e objetivos dessa política, destacando a necessidade de ação conjunta do Estado e da sociedade civil para garantir a integração dessas pessoas no contexto social, econômico e cultural. Entre as diretrizes, estão a inclusão da pessoa com deficiência em todas as iniciativas governamentais, a ampliação das oportunidades de trabalho e a garantia de acesso a serviços básicos. Os instrumentos para implementação incluem a articulação entre instituições governamentais e não-governamentais, a formação de recursos humanos adequados e a fiscalização do cumprimento da legislação pertinente. O Ministério do Bem-Estar Social, por meio da Coordenadoria Nacional para Integração da Pessoa Portadora de Deficiência (CORDE), será responsável pela coordenação e divulgação da política. O decreto entra em vigor na data de sua publicação."
61,"O Decreto nº 7.053, de 23 de dezembro de 2009, institui a Política Nacional para a População em Situação de Rua, definindo-a como um grupo heterogêneo caracterizado pela pobreza extrema, vínculos familiares frágeis e ausência de moradia regular. Estabelece a descentralização da implementação da política, com a articulação entre a União e os demais entes federativos. Prevê a criação de comitês gestores intersetoriais nos entes que aderirem à política. Autoriza convênios entre o Poder Executivo Federal e entidades públicas e privadas para projetos voltados para essa população. Define princípios como respeito à dignidade humana e direito à convivência familiar, e diretrizes como promoção dos direitos civis, políticos, sociais e culturais, e integração das políticas públicas. Estabelece objetivos como garantir acesso a serviços públicos e programas diversos e oferecer qualificação profissional. Institui o Comitê Intersetorial de Acompanhamento e Monitoramento da Política, com representantes do governo e da sociedade civil, para elaborar planos de ação, acompanhar e monitorar a política, entre outras atribuições. O decreto também prevê a criação do Centro Nacional de Defesa dos Direitos Humanos para a População em Situação de Rua, responsável por divulgar informações, apoiar a criação de centros locais de defesa dos direitos humanos, produzir conhecimento sobre a população em situação de rua e acompanhar processos judiciais relacionados a crimes contra essa população."
62,"O Decreto nº 5.377, de 23 de fevereiro de 2005, aprova a Política Nacional para os Recursos do Mar (PNRM). Esta política tem como finalidade orientar o desenvolvimento sustentável das atividades relacionadas aos recursos vivos e não-vivos do mar, promovendo o uso racional desses recursos para o desenvolvimento socioeconômico do país. Os recursos do mar incluem os vivos, como os pesqueiros, e os não-vivos, como os minerais e energéticos, bem como aspectos relacionados à biodiversidade e à preservação ambiental. A PNRM é orientada por princípios básicos, como a harmonização com outras políticas nacionais e a proteção da biodiversidade. Seus objetivos incluem a formação de recursos humanos, o estímulo à pesquisa e tecnologia marinha, e a promoção da exploração sustentável dos recursos do mar. A estratégia para alcançar esses objetivos envolve ações nas áreas de formação de recursos humanos, pesquisa científica e tecnologia marinha, e exploração sustentável dos recursos do mar. A implementação da PNRM será coordenada pela Comissão Interministerial para os Recursos do Mar (CIRM), que deverá garantir a integração e otimização dos esforços para o desenvolvimento desses recursos."
63,"O Decreto nº 7.943, de 5 de março de 2013, institui a Política Nacional para os Trabalhadores Rurais Empregados (PNATRE), visando fortalecer os direitos sociais e a proteção social desses trabalhadores. Define os princípios, diretrizes e objetivos da PNATRE, incluindo revisão da legislação, promoção do diálogo social, aprimoramento das relações de trabalho, garantia de saúde e segurança, entre outros. Estabelece a Comissão Nacional dos Trabalhadores Rurais Empregados (CNATRE) para gerir a PNATRE, com representantes de diversos órgãos e da sociedade civil. Define competências da CNATRE e de seu Comitê-Executivo, coordenado pelo Ministério do Trabalho e Emprego. O Ministério do Trabalho e Emprego atua como Secretaria-Executiva da CNATRE. O Decreto entra em vigor na data de sua publicação."
64,"O Decreto nº 9.761, de 11 de abril de 2019, aprova a Política Nacional sobre Drogas (Pnad), consolidada a partir das conclusões do Grupo Técnico Interministerial instituído pelo Conselho Nacional de Políticas sobre Drogas. Estabelece que os órgãos e entidades da administração pública federal devem considerar os pressupostos, definições gerais e diretrizes fixadas no Anexo em seus planejamentos e ações. Determina que a Secretaria Nacional de Cuidados e Prevenção às Drogas do Ministério da Cidadania e a Secretaria Nacional de Políticas sobre Drogas do Ministério da Justiça e Segurança Pública coordenarão a implementação da Pnad. Revoga o Decreto nº 4.345, de 26 de agosto de 2002. O Decreto entra em vigor na data de sua publicação."
65,"O Decreto nº 6.117, de 22 de maio de 2007, aprova a Política Nacional sobre o Álcool, originada das conclusões do Grupo Técnico Interministerial instituído pelo Decreto de 28 de maio de 2003. Visa a reduzir o uso indevido de álcool, associado à violência e criminalidade. Determina que órgãos públicos federais considerem essas ações em seus planejamentos. A implementação é coordenada pela Secretaria Nacional Antidrogas. O Anexo I define princípios e objetivos da política, enquanto o Anexo II apresenta medidas para reduzir danos à saúde e violência associada ao álcool, incluindo informações, tratamento, campanhas de informação, segurança pública, associação álcool e trânsito, capacitação profissional e parcerias municipais."
66,"O Decreto nº 5.090, de 20 de maio de 2004, regulamenta a Lei nº 10.858, de 13 de abril de 2004, e estabelece o Programa ""Farmácia Popular do Brasil"". Esse programa visa disponibilizar medicamentos a baixo custo em municípios e regiões do Brasil, por meio de convênios com entidades públicas, hospitais filantrópicos e redes privadas de farmácias e drogarias. A Fundação Oswaldo Cruz (FIOCRUZ) será responsável pela execução das ações relacionadas à aquisição, estocagem, comercialização e dispensação dos medicamentos, sob a supervisão do Ministério da Saúde. O rol de medicamentos disponíveis será definido considerando as evidências epidemiológicas e prevalências de doenças. O programa será executado sem prejudicar o abastecimento da rede pública do Sistema Único de Saúde (SUS), e o Ministério da Saúde expedirá normas complementares para sua implantação. O decreto entra em vigor na data de sua publicação."
67,"O Decreto nº 10.260, de 3 de março de 2020, institui o Programa Abrace o Marajó e seu Comitê Gestor. O programa tem como objetivo melhorar o Índice de Desenvolvimento Humano dos municípios que compõem o Arquipélago do Marajó, no estado do Pará, ampliando o acesso da população aos direitos individuais, coletivos e sociais. As ações do programa serão executadas por meio de esforços conjuntos entre a União, o Estado do Pará, os municípios do Arquipélago do Marajó e entidades públicas e privadas. O Comitê Gestor do Programa será coordenado pelo Ministério da Mulher, da Família e dos Direitos Humanos e composto por representantes de diversos órgãos do governo federal, com participação de representantes do governo do estado do Pará, da Associação dos Municípios do Arquipélago do Marajó e de órgãos e entidades envolvidos com a temática. O Comitê se reunirá regularmente para planejar, articular, monitorar e avaliar as ações do programa. O decreto entra em vigor na data de sua publicação."
68,"O Decreto nº 10.623, de 9 de fevereiro de 2021, institui o Programa Adote um Parque com o objetivo de promover a conservação, recuperação e melhoria das unidades de conservação federais. O programa permite que pessoas físicas e jurídicas privadas, nacionais e estrangeiras, participem através da doação de bens e serviços. O Ministério do Meio Ambiente, por meio do Instituto Chico Mendes, coordena o programa. O processo de adoção ocorre por meio de chamamento público, com fases de abertura, apresentação de propostas, avaliação e homologação do resultado. O termo de adoção formaliza o compromisso entre o adotante e o Instituto Chico Mendes, estabelecendo obrigações e benefícios para ambas as partes. O programa concede benefícios aos adotantes, como instalação de elementos identificadores nas unidades de conservação, uso em publicidades e realização de atividades institucionais temporárias. Há vedações e disposições finais no decreto para garantir a adequada implementação do programa."
69,"O Decreto nº 4.326, de 8 de agosto de 2002, institui o Programa Áreas Protegidas da Amazônia (ARPA) no Ministério do Meio Ambiente. O ARPA visa expandir e consolidar as áreas protegidas na Amazônia, garantindo a conservação da biodiversidade e contribuindo para o desenvolvimento sustentável da região. O programa será executado com recursos ordinários do Ministério, cooperação internacional e doações. Seus objetivos incluem criar unidades de conservação, consolidar as existentes, manter as unidades e seus serviços de vigilância, e garantir sustentação financeira a longo prazo. O programa será dirigido por um Comitê composto por representantes do governo e da sociedade civil, responsável por planejar, acompanhar e avaliar as atividades do ARPA. Normas complementares serão estabelecidas pelo Ministro do Meio Ambiente, e o decreto entra em vigor na data de sua publicação."
70,"O Decreto nº 4.102, de 24 de janeiro de 2002, regulamenta o programa ""Auxílio-Gás"" estabelecido pela Medida Provisória nº 18, de 28 de dezembro de 2001. Este programa visa subsidiar o preço do gás liquefeito de petróleo para famílias de baixa renda. Os recursos para o programa provêm da arrecadação da Contribuição de Intervenção no Domínio Econômico (CIDE) sobre a importação e comercialização de petróleo e derivados. Famílias de baixa renda são definidas como aquelas com renda per capita mensal máxima equivalente a meio salário mínimo federal e cadastradas em programas sociais do governo. O benefício mensal é de R$ 7,50, pago bimestralmente à mãe ou ao responsável pela família. O Ministério de Minas e Energia é responsável pela coordenação do programa, podendo celebrar convênios para sua execução. A Caixa Econômica Federal atua como agente operador do programa, responsável pelo pagamento dos benefícios e pela gestão logística. O recebimento dos benefícios é feito em agências da Caixa ou em postos autorizados, mediante cartão magnético. O decreto entra em vigor na data de sua publicação."
71,"O Decreto nº 8.414, de 26 de fevereiro de 2015, institui o Programa Bem Mais Simples Brasil e estabelece o Conselho Deliberativo e o Comitê Gestor do Programa. O objetivo principal do programa é simplificar e agilizar a prestação dos serviços públicos, melhorar o ambiente de negócios e aumentar a eficiência da gestão pública. O Conselho Deliberativo é responsável por formular, monitorar e avaliar as ações do programa, enquanto o Comitê Gestor tem a função de cumprir as orientações do Conselho, definir os eixos temáticos de atuação, monitorar e avaliar a execução das ações, além de promover a articulação necessária para a execução das ações conjuntas. A Secretaria da Micro e Pequena Empresa da Presidência da República fornece suporte administrativo para o funcionamento desses órgãos. A participação nos órgãos do programa é considerada serviço público relevante e não remunerada. As despesas relativas às ações desenvolvidas em 2015 correrão às expensas dos orçamentos já previstos para os órgãos responsáveis. O decreto entra em vigor na data de sua publicação."
72,"O Decreto nº 5.342, de 14 de janeiro de 2005, regulamenta a Lei nº 10.891, de 9 de julho de 2004, que institui a Bolsa-Atleta. Este programa visa fornecer apoio financeiro a atletas em diferentes categorias, como atletas estudantis, nacionais, internacionais, olímpicos e paraolímpicos. A concessão da bolsa é baseada em critérios específicos, como desempenho em competições e comprovação de necessidade financeira. O Ministério do Esporte é responsável pela implementação do programa, incluindo a definição dos procedimentos operacionais e a distribuição do benefício. Os atletas devem apresentar documentação adequada e prestar contas do uso dos recursos. O não cumprimento das obrigações estabelecidas pode resultar no cancelamento do benefício e na restituição dos valores recebidos indevidamente. O decreto entrou em vigor na data de sua publicação."
