id,cat_nome,orgao_nome,publico_alvo_nome,nome,ano,medida_provisoria,medida_provisoria_inicio_vigencia,legislacao,vigencia_inicio,vigencia_fim,objetivos,observacao,acao_orcamentaria_assoc,instrumento_legal,link_legislacao,tipo_politica,grande_area,area,created_at,updated_at,publico_alvo_legislacao
228,"Desenvolvimento Regional e Territorial","Ministério do Planejamento","Populações fronteiriças e de territórios economicamente deprimidos","Programa de Integração Nacional",1970-01-01,"Não se aplica","Não se aplica",1106/1970,1970-06-17,,"Art 1º É criado o Programa de Integração Nacional, com dotação de recursos no valor de Cr$ 2.000.000.000,00 (dois bilhões de cruzeiros), a serem constituídos nos exercícios financeiros de 1971 a 1974, inclusive, com a finalidade específica de financiar o plano de obras de infra-estrutura, nas regiões compreendidas nas áreas de atuação da SUDENE e da SUDAM e promover sua mais rápida integração à economia nacional.      (Vide Decreto-lei nº 1.243, de 1972)",#N/A,"Programa sem ação orçamentária associada",Decreto-Lei,http://www.planalto.gov.br/ccivil_03/decreto-lei/1965-1988/del1106.htm,"Programa governamental","Desenvolvimento Econômico","Habitação e Urbanismo",,,"Sem especificação"
228,Urbanismo,"Ministério do Planejamento","Populações fronteiriças e de territórios economicamente deprimidos","Programa de Integração Nacional",1970-01-01,"Não se aplica","Não se aplica",1106/1970,1970-06-17,,"Art 1º É criado o Programa de Integração Nacional, com dotação de recursos no valor de Cr$ 2.000.000.000,00 (dois bilhões de cruzeiros), a serem constituídos nos exercícios financeiros de 1971 a 1974, inclusive, com a finalidade específica de financiar o plano de obras de infra-estrutura, nas regiões compreendidas nas áreas de atuação da SUDENE e da SUDAM e promover sua mais rápida integração à economia nacional.      (Vide Decreto-lei nº 1.243, de 1972)",#N/A,"Programa sem ação orçamentária associada",Decreto-Lei,http://www.planalto.gov.br/ccivil_03/decreto-lei/1965-1988/del1106.htm,"Programa governamental","Desenvolvimento Econômico","Habitação e Urbanismo",,,"Sem especificação"
228,"Desenvolvimento Regional e Territorial","Ministério dos Transportes","Populações fronteiriças e de territórios economicamente deprimidos","Programa de Integração Nacional",1970-01-01,"Não se aplica","Não se aplica",1106/1970,1970-06-17,,"Art 1º É criado o Programa de Integração Nacional, com dotação de recursos no valor de Cr$ 2.000.000.000,00 (dois bilhões de cruzeiros), a serem constituídos nos exercícios financeiros de 1971 a 1974, inclusive, com a finalidade específica de financiar o plano de obras de infra-estrutura, nas regiões compreendidas nas áreas de atuação da SUDENE e da SUDAM e promover sua mais rápida integração à economia nacional.      (Vide Decreto-lei nº 1.243, de 1972)",#N/A,"Programa sem ação orçamentária associada",Decreto-Lei,http://www.planalto.gov.br/ccivil_03/decreto-lei/1965-1988/del1106.htm,"Programa governamental","Desenvolvimento Econômico","Habitação e Urbanismo",,,"Sem especificação"
228,Urbanismo,"Ministério dos Transportes","Populações fronteiriças e de territórios economicamente deprimidos","Programa de Integração Nacional",1970-01-01,"Não se aplica","Não se aplica",1106/1970,1970-06-17,,"Art 1º É criado o Programa de Integração Nacional, com dotação de recursos no valor de Cr$ 2.000.000.000,00 (dois bilhões de cruzeiros), a serem constituídos nos exercícios financeiros de 1971 a 1974, inclusive, com a finalidade específica de financiar o plano de obras de infra-estrutura, nas regiões compreendidas nas áreas de atuação da SUDENE e da SUDAM e promover sua mais rápida integração à economia nacional.      (Vide Decreto-lei nº 1.243, de 1972)",#N/A,"Programa sem ação orçamentária associada",Decreto-Lei,http://www.planalto.gov.br/ccivil_03/decreto-lei/1965-1988/del1106.htm,"Programa governamental","Desenvolvimento Econômico","Habitação e Urbanismo",,,"Sem especificação"
228,"Desenvolvimento Regional e Territorial","Ministério da Agricultura","Populações fronteiriças e de territórios economicamente deprimidos","Programa de Integração Nacional",1970-01-01,"Não se aplica","Não se aplica",1106/1970,1970-06-17,,"Art 1º É criado o Programa de Integração Nacional, com dotação de recursos no valor de Cr$ 2.000.000.000,00 (dois bilhões de cruzeiros), a serem constituídos nos exercícios financeiros de 1971 a 1974, inclusive, com a finalidade específica de financiar o plano de obras de infra-estrutura, nas regiões compreendidas nas áreas de atuação da SUDENE e da SUDAM e promover sua mais rápida integração à economia nacional.      (Vide Decreto-lei nº 1.243, de 1972)",#N/A,"Programa sem ação orçamentária associada",Decreto-Lei,http://www.planalto.gov.br/ccivil_03/decreto-lei/1965-1988/del1106.htm,"Programa governamental","Desenvolvimento Econômico","Habitação e Urbanismo",,,"Sem especificação"
228,Urbanismo,"Ministério da Agricultura","Populações fronteiriças e de territórios economicamente deprimidos","Programa de Integração Nacional",1970-01-01,"Não se aplica","Não se aplica",1106/1970,1970-06-17,,"Art 1º É criado o Programa de Integração Nacional, com dotação de recursos no valor de Cr$ 2.000.000.000,00 (dois bilhões de cruzeiros), a serem constituídos nos exercícios financeiros de 1971 a 1974, inclusive, com a finalidade específica de financiar o plano de obras de infra-estrutura, nas regiões compreendidas nas áreas de atuação da SUDENE e da SUDAM e promover sua mais rápida integração à economia nacional.      (Vide Decreto-lei nº 1.243, de 1972)",#N/A,"Programa sem ação orçamentária associada",Decreto-Lei,http://www.planalto.gov.br/ccivil_03/decreto-lei/1965-1988/del1106.htm,"Programa governamental","Desenvolvimento Econômico","Habitação e Urbanismo",,,"Sem especificação"
228,"Desenvolvimento Regional e Territorial","Ministério da Indústria e do Comércio","Populações fronteiriças e de territórios economicamente deprimidos","Programa de Integração Nacional",1970-01-01,"Não se aplica","Não se aplica",1106/1970,1970-06-17,,"Art 1º É criado o Programa de Integração Nacional, com dotação de recursos no valor de Cr$ 2.000.000.000,00 (dois bilhões de cruzeiros), a serem constituídos nos exercícios financeiros de 1971 a 1974, inclusive, com a finalidade específica de financiar o plano de obras de infra-estrutura, nas regiões compreendidas nas áreas de atuação da SUDENE e da SUDAM e promover sua mais rápida integração à economia nacional.      (Vide Decreto-lei nº 1.243, de 1972)",#N/A,"Programa sem ação orçamentária associada",Decreto-Lei,http://www.planalto.gov.br/ccivil_03/decreto-lei/1965-1988/del1106.htm,"Programa governamental","Desenvolvimento Econômico","Habitação e Urbanismo",,,"Sem especificação"
228,Urbanismo,"Ministério da Indústria e do Comércio","Populações fronteiriças e de territórios economicamente deprimidos","Programa de Integração Nacional",1970-01-01,"Não se aplica","Não se aplica",1106/1970,1970-06-17,,"Art 1º É criado o Programa de Integração Nacional, com dotação de recursos no valor de Cr$ 2.000.000.000,00 (dois bilhões de cruzeiros), a serem constituídos nos exercícios financeiros de 1971 a 1974, inclusive, com a finalidade específica de financiar o plano de obras de infra-estrutura, nas regiões compreendidas nas áreas de atuação da SUDENE e da SUDAM e promover sua mais rápida integração à economia nacional.      (Vide Decreto-lei nº 1.243, de 1972)",#N/A,"Programa sem ação orçamentária associada",Decreto-Lei,http://www.planalto.gov.br/ccivil_03/decreto-lei/1965-1988/del1106.htm,"Programa governamental","Desenvolvimento Econômico","Habitação e Urbanismo",,,"Sem especificação"
228,"Desenvolvimento Regional e Territorial","Ministério do Interior","Populações fronteiriças e de territórios economicamente deprimidos","Programa de Integração Nacional",1970-01-01,"Não se aplica","Não se aplica",1106/1970,1970-06-17,,"Art 1º É criado o Programa de Integração Nacional, com dotação de recursos no valor de Cr$ 2.000.000.000,00 (dois bilhões de cruzeiros), a serem constituídos nos exercícios financeiros de 1971 a 1974, inclusive, com a finalidade específica de financiar o plano de obras de infra-estrutura, nas regiões compreendidas nas áreas de atuação da SUDENE e da SUDAM e promover sua mais rápida integração à economia nacional.      (Vide Decreto-lei nº 1.243, de 1972)",#N/A,"Programa sem ação orçamentária associada",Decreto-Lei,http://www.planalto.gov.br/ccivil_03/decreto-lei/1965-1988/del1106.htm,"Programa governamental","Desenvolvimento Econômico","Habitação e Urbanismo",,,"Sem especificação"
228,Urbanismo,"Ministério do Interior","Populações fronteiriças e de territórios economicamente deprimidos","Programa de Integração Nacional",1970-01-01,"Não se aplica","Não se aplica",1106/1970,1970-06-17,,"Art 1º É criado o Programa de Integração Nacional, com dotação de recursos no valor de Cr$ 2.000.000.000,00 (dois bilhões de cruzeiros), a serem constituídos nos exercícios financeiros de 1971 a 1974, inclusive, com a finalidade específica de financiar o plano de obras de infra-estrutura, nas regiões compreendidas nas áreas de atuação da SUDENE e da SUDAM e promover sua mais rápida integração à economia nacional.      (Vide Decreto-lei nº 1.243, de 1972)",#N/A,"Programa sem ação orçamentária associada",Decreto-Lei,http://www.planalto.gov.br/ccivil_03/decreto-lei/1965-1988/del1106.htm,"Programa governamental","Desenvolvimento Econômico","Habitação e Urbanismo",,,"Sem especificação"
229,"Organização Agrária","Ministério da Fazenda","Populações fronteiriças e de territórios economicamente deprimidos","Programa de Redistribuição de Terras e de Estímulo à Agro-indústria do Norte e do Nordeste (PROTERRA)",1971-01-01,"Não se aplica","Não se aplica",1179/1971,1971-07-06,," Art. 1º É instituído o Programa de Redistribuicão de Terras e de Estímulo à Agro-indústria do Norte e do Nordeste (PROTERRA), com o objetivo de promover o mais fácil acesso do homem à terra, criar melhores condições de emprêgo de mão-de-obra e fomentar a agro-indústria nas regiões compreendidas nas áreas de atuação da SUDAM e da SUDENE.",#N/A,"Programa sem ação orçamentária associada",Decreto-Lei,http://www.planalto.gov.br/ccivil_03/decreto-lei/1965-1988/del1179.htm,"Programa governamental","Desenvolvimento Econômico","Agropecuária e Agrária",,,"Sem especificação"
229,"Organização Agrária","Ministério do Planejamento","Populações fronteiriças e de territórios economicamente deprimidos","Programa de Redistribuição de Terras e de Estímulo à Agro-indústria do Norte e do Nordeste (PROTERRA)",1971-01-01,"Não se aplica","Não se aplica",1179/1971,1971-07-06,," Art. 1º É instituído o Programa de Redistribuicão de Terras e de Estímulo à Agro-indústria do Norte e do Nordeste (PROTERRA), com o objetivo de promover o mais fácil acesso do homem à terra, criar melhores condições de emprêgo de mão-de-obra e fomentar a agro-indústria nas regiões compreendidas nas áreas de atuação da SUDAM e da SUDENE.",#N/A,"Programa sem ação orçamentária associada",Decreto-Lei,http://www.planalto.gov.br/ccivil_03/decreto-lei/1965-1988/del1179.htm,"Programa governamental","Desenvolvimento Econômico","Agropecuária e Agrária",,,"Sem especificação"
229,"Organização Agrária","Ministério dos Transportes","Populações fronteiriças e de territórios economicamente deprimidos","Programa de Redistribuição de Terras e de Estímulo à Agro-indústria do Norte e do Nordeste (PROTERRA)",1971-01-01,"Não se aplica","Não se aplica",1179/1971,1971-07-06,," Art. 1º É instituído o Programa de Redistribuicão de Terras e de Estímulo à Agro-indústria do Norte e do Nordeste (PROTERRA), com o objetivo de promover o mais fácil acesso do homem à terra, criar melhores condições de emprêgo de mão-de-obra e fomentar a agro-indústria nas regiões compreendidas nas áreas de atuação da SUDAM e da SUDENE.",#N/A,"Programa sem ação orçamentária associada",Decreto-Lei,http://www.planalto.gov.br/ccivil_03/decreto-lei/1965-1988/del1179.htm,"Programa governamental","Desenvolvimento Econômico","Agropecuária e Agrária",,,"Sem especificação"
229,"Organização Agrária","Ministério da Agricultura","Populações fronteiriças e de territórios economicamente deprimidos","Programa de Redistribuição de Terras e de Estímulo à Agro-indústria do Norte e do Nordeste (PROTERRA)",1971-01-01,"Não se aplica","Não se aplica",1179/1971,1971-07-06,," Art. 1º É instituído o Programa de Redistribuicão de Terras e de Estímulo à Agro-indústria do Norte e do Nordeste (PROTERRA), com o objetivo de promover o mais fácil acesso do homem à terra, criar melhores condições de emprêgo de mão-de-obra e fomentar a agro-indústria nas regiões compreendidas nas áreas de atuação da SUDAM e da SUDENE.",#N/A,"Programa sem ação orçamentária associada",Decreto-Lei,http://www.planalto.gov.br/ccivil_03/decreto-lei/1965-1988/del1179.htm,"Programa governamental","Desenvolvimento Econômico","Agropecuária e Agrária",,,"Sem especificação"
229,"Organização Agrária","Ministério da Indústria e do Comércio","Populações fronteiriças e de territórios economicamente deprimidos","Programa de Redistribuição de Terras e de Estímulo à Agro-indústria do Norte e do Nordeste (PROTERRA)",1971-01-01,"Não se aplica","Não se aplica",1179/1971,1971-07-06,," Art. 1º É instituído o Programa de Redistribuicão de Terras e de Estímulo à Agro-indústria do Norte e do Nordeste (PROTERRA), com o objetivo de promover o mais fácil acesso do homem à terra, criar melhores condições de emprêgo de mão-de-obra e fomentar a agro-indústria nas regiões compreendidas nas áreas de atuação da SUDAM e da SUDENE.",#N/A,"Programa sem ação orçamentária associada",Decreto-Lei,http://www.planalto.gov.br/ccivil_03/decreto-lei/1965-1988/del1179.htm,"Programa governamental","Desenvolvimento Econômico","Agropecuária e Agrária",,,"Sem especificação"
229,"Organização Agrária","Ministério do Interior","Populações fronteiriças e de territórios economicamente deprimidos","Programa de Redistribuição de Terras e de Estímulo à Agro-indústria do Norte e do Nordeste (PROTERRA)",1971-01-01,"Não se aplica","Não se aplica",1179/1971,1971-07-06,," Art. 1º É instituído o Programa de Redistribuicão de Terras e de Estímulo à Agro-indústria do Norte e do Nordeste (PROTERRA), com o objetivo de promover o mais fácil acesso do homem à terra, criar melhores condições de emprêgo de mão-de-obra e fomentar a agro-indústria nas regiões compreendidas nas áreas de atuação da SUDAM e da SUDENE.",#N/A,"Programa sem ação orçamentária associada",Decreto-Lei,http://www.planalto.gov.br/ccivil_03/decreto-lei/1965-1988/del1179.htm,"Programa governamental","Desenvolvimento Econômico","Agropecuária e Agrária",,,"Sem especificação"
230,"Comércio e Serviços","Ministério da Indústria e do Comércio","Cadeias produtivas de setores econômicas incentivados e/ou regulados","Programa especial de assistência financeira ao setor de borracha vegetal da Amazônia",1971-01-01,"Não se aplica","Não se aplica",1200/1971,1971-12-29,,"Sem especificação",#N/A,"Programa sem ação orçamentária associada",Decreto-Lei,https://www.planalto.gov.br/ccivil_03/decreto-lei/1965-1988/del1200.htm,"Programa governamental","Desenvolvimento Econômico","Indústria e Comércio",,,"Sem especificação"
230,"Comércio e Serviços","Ministério de Minas e Energia","Cadeias produtivas de setores econômicas incentivados e/ou regulados","Programa especial de assistência financeira ao setor de borracha vegetal da Amazônia",1971-01-01,"Não se aplica","Não se aplica",1200/1971,1971-12-29,,"Sem especificação",#N/A,"Programa sem ação orçamentária associada",Decreto-Lei,https://www.planalto.gov.br/ccivil_03/decreto-lei/1965-1988/del1200.htm,"Programa governamental","Desenvolvimento Econômico","Indústria e Comércio",,,"Sem especificação"
231,"Comércio e Serviços","Ministério da Fazenda","Cadeias produtivas de setores econômicas incentivados e/ou regulados","Programa Especial para o Vale do São Francisco (PROVALE)",1972-01-01,"Não se aplica","Não se aplica",1207/1972,1972-02-07,,"Art. 1º É criado Programa Especial para o Vale do São Francisco (PROVALE), complementar aos programas em execução, para ocupar os vazios econômicos existentes nessa região e acelerar o seu desenvolvimento econômico e social, integrando-a mais rapidamente ao processo de desenvolvimento nacional.",#N/A,"Programa sem ação orçamentária associada",Decreto-Lei,http://www.planalto.gov.br/ccivil_03/decreto-lei/1965-1988/Del1207.htm,"Programa governamental",Infraestrutura,"Indústria e Comércio",,,"Sem especificação"
231,"Comércio e Serviços","Ministério do Planejamento","Cadeias produtivas de setores econômicas incentivados e/ou regulados","Programa Especial para o Vale do São Francisco (PROVALE)",1972-01-01,"Não se aplica","Não se aplica",1207/1972,1972-02-07,,"Art. 1º É criado Programa Especial para o Vale do São Francisco (PROVALE), complementar aos programas em execução, para ocupar os vazios econômicos existentes nessa região e acelerar o seu desenvolvimento econômico e social, integrando-a mais rapidamente ao processo de desenvolvimento nacional.",#N/A,"Programa sem ação orçamentária associada",Decreto-Lei,http://www.planalto.gov.br/ccivil_03/decreto-lei/1965-1988/Del1207.htm,"Programa governamental",Infraestrutura,"Indústria e Comércio",,,"Sem especificação"
231,"Comércio e Serviços","Ministério dos Transportes","Cadeias produtivas de setores econômicas incentivados e/ou regulados","Programa Especial para o Vale do São Francisco (PROVALE)",1972-01-01,"Não se aplica","Não se aplica",1207/1972,1972-02-07,,"Art. 1º É criado Programa Especial para o Vale do São Francisco (PROVALE), complementar aos programas em execução, para ocupar os vazios econômicos existentes nessa região e acelerar o seu desenvolvimento econômico e social, integrando-a mais rapidamente ao processo de desenvolvimento nacional.",#N/A,"Programa sem ação orçamentária associada",Decreto-Lei,http://www.planalto.gov.br/ccivil_03/decreto-lei/1965-1988/Del1207.htm,"Programa governamental",Infraestrutura,"Indústria e Comércio",,,"Sem especificação"
231,"Comércio e Serviços","Ministério da Agricultura","Cadeias produtivas de setores econômicas incentivados e/ou regulados","Programa Especial para o Vale do São Francisco (PROVALE)",1972-01-01,"Não se aplica","Não se aplica",1207/1972,1972-02-07,,"Art. 1º É criado Programa Especial para o Vale do São Francisco (PROVALE), complementar aos programas em execução, para ocupar os vazios econômicos existentes nessa região e acelerar o seu desenvolvimento econômico e social, integrando-a mais rapidamente ao processo de desenvolvimento nacional.",#N/A,"Programa sem ação orçamentária associada",Decreto-Lei,http://www.planalto.gov.br/ccivil_03/decreto-lei/1965-1988/Del1207.htm,"Programa governamental",Infraestrutura,"Indústria e Comércio",,,"Sem especificação"
231,"Comércio e Serviços","Ministério da Indústria e do Comércio","Cadeias produtivas de setores econômicas incentivados e/ou regulados","Programa Especial para o Vale do São Francisco (PROVALE)",1972-01-01,"Não se aplica","Não se aplica",1207/1972,1972-02-07,,"Art. 1º É criado Programa Especial para o Vale do São Francisco (PROVALE), complementar aos programas em execução, para ocupar os vazios econômicos existentes nessa região e acelerar o seu desenvolvimento econômico e social, integrando-a mais rapidamente ao processo de desenvolvimento nacional.",#N/A,"Programa sem ação orçamentária associada",Decreto-Lei,http://www.planalto.gov.br/ccivil_03/decreto-lei/1965-1988/Del1207.htm,"Programa governamental",Infraestrutura,"Indústria e Comércio",,,"Sem especificação"
231,"Comércio e Serviços","Ministério do Interior","Cadeias produtivas de setores econômicas incentivados e/ou regulados","Programa Especial para o Vale do São Francisco (PROVALE)",1972-01-01,"Não se aplica","Não se aplica",1207/1972,1972-02-07,,"Art. 1º É criado Programa Especial para o Vale do São Francisco (PROVALE), complementar aos programas em execução, para ocupar os vazios econômicos existentes nessa região e acelerar o seu desenvolvimento econômico e social, integrando-a mais rapidamente ao processo de desenvolvimento nacional.",#N/A,"Programa sem ação orçamentária associada",Decreto-Lei,http://www.planalto.gov.br/ccivil_03/decreto-lei/1965-1988/Del1207.htm,"Programa governamental",Infraestrutura,"Indústria e Comércio",,,"Sem especificação"
232,"Ciência e Tecnologia","Ministério da Fazenda","Populações fronteiriças e de territórios economicamente deprimidos","Programa Tecnológico Nacional",1967-01-01,"Não se aplica","Não se aplica",239/1967,1967-02-28,,"Sem especificação",#N/A,"Programa sem ação orçamentária associada",Decreto-Lei,https://www.planalto.gov.br/ccivil_03/decreto-lei/1965-1988/del0239.htm,"Programa governamental","Desenvolvimento Econômico","Ciência e Tecnologia",,,"Sem especificação"
232,"Ciência e Tecnologia","Ministério do Desenvolvimento, Indústria e Comércio Exterior","Populações fronteiriças e de territórios economicamente deprimidos","Programa Tecnológico Nacional",1967-01-01,"Não se aplica","Não se aplica",239/1967,1967-02-28,,"Sem especificação",#N/A,"Programa sem ação orçamentária associada",Decreto-Lei,https://www.planalto.gov.br/ccivil_03/decreto-lei/1965-1988/del0239.htm,"Programa governamental","Desenvolvimento Econômico","Ciência e Tecnologia",,,"Sem especificação"
232,"Ciência e Tecnologia","Ministério da Educação","Populações fronteiriças e de territórios economicamente deprimidos","Programa Tecnológico Nacional",1967-01-01,"Não se aplica","Não se aplica",239/1967,1967-02-28,,"Sem especificação",#N/A,"Programa sem ação orçamentária associada",Decreto-Lei,https://www.planalto.gov.br/ccivil_03/decreto-lei/1965-1988/del0239.htm,"Programa governamental","Desenvolvimento Econômico","Ciência e Tecnologia",,,"Sem especificação"
233,Administração,"Ministério da Fazenda","Sistemas de arrecadação e de controle fiscal","Programa Trienal de Aperfeiçoamento da Arrecadação das Receitas Federais",1987-01-01,"Não se aplica","Não se aplica",2357/1987,1987-08-31,,"Art. 1º Fica instituído o Programa Trienal de Aperfeiçoamento da Arrecadação das Receitas Federais, destinado a promover e desenvolver as atividades de fiscalização e cobrança dos tributos federais.",#N/A,"Programa sem ação orçamentária associada",Decreto-Lei,https://www.planalto.gov.br/ccivil_03/decreto-lei/del2357.htm,"Programa governamental",Administração,"Administração Pública",,,"Sem especificação"
234,Administração,"Ministério da Justiça","Sistemas de arrecadação e de controle fiscal","Programa Trienal de Aperfeiçoamento da Arrecadação das Receitas Tributárias do Distrito Federal",1987-01-01,"Não se aplica","Não se aplica",2370/1987,1987-11-18,,"Sem especificação",#N/A,"Programa sem ação orçamentária associada",Decreto-Lei,https://www.planalto.gov.br/ccivil_03/decreto-lei/1965-1988/del2370.htm,"Programa governamental",Administração,"Administração Pública",,,"Sem especificação"
235,Urbanismo,"Ministério do Desenvolvimento Regional","População em geral","Programa de Desenvolvimento Urbano (Pró-Cidades)",2020-01-01,"Não se aplica","Não se aplica",29/2020,2020-09-29,,"O Pró-Cidades tem por objetivo proporcionar aos estados e aos municípios condições para formulação e implantação de política de desenvolvimento urbano local a partir do financiamento de investimentos apresentados na forma de projetos integrados de melhoria de um perímetro urbano, previamente definido, e, assim, garantir maior efetividade da função social da cidade e da propriedade urbana, priorizando a ocupação democrática de áreas urbanas consolidadas. Tratase do financiamento de intervenções estruturantes, a partir da qualificação do espaço público; da democratização do acesso aos equipamentos e mobiliários urbanos; do estímulo à utilização de imóveis vazios e ociosos prioritariamente para habitação de interesse social; e do uso de tecnologias para cidades inteligentes, revertendo o processo de esvaziamento e degradação urbana, além de promover a ampliação da oferta de habitações bem localizadas.","Parece não constituir programa nacional e sim instrumento de concessão de subsídios",NA,"Instrução Normativa",https://www.planalto.gov.br/ccivil_03/Portaria/IN/IN-29-20-ME.htm,"Programa governamental",Social,Infraestrutura,,,"Municípios, Estados e DF"
235,Habitação,"Ministério do Desenvolvimento Regional","População em geral","Programa de Desenvolvimento Urbano (Pró-Cidades)",2020-01-01,"Não se aplica","Não se aplica",29/2020,2020-09-29,,"O Pró-Cidades tem por objetivo proporcionar aos estados e aos municípios condições para formulação e implantação de política de desenvolvimento urbano local a partir do financiamento de investimentos apresentados na forma de projetos integrados de melhoria de um perímetro urbano, previamente definido, e, assim, garantir maior efetividade da função social da cidade e da propriedade urbana, priorizando a ocupação democrática de áreas urbanas consolidadas. Tratase do financiamento de intervenções estruturantes, a partir da qualificação do espaço público; da democratização do acesso aos equipamentos e mobiliários urbanos; do estímulo à utilização de imóveis vazios e ociosos prioritariamente para habitação de interesse social; e do uso de tecnologias para cidades inteligentes, revertendo o processo de esvaziamento e degradação urbana, além de promover a ampliação da oferta de habitações bem localizadas.","Parece não constituir programa nacional e sim instrumento de concessão de subsídios",NA,"Instrução Normativa",https://www.planalto.gov.br/ccivil_03/Portaria/IN/IN-29-20-ME.htm,"Programa governamental",Social,Infraestrutura,,,"Municípios, Estados e DF"
235,Urbanismo,"Secretaria de Desenvolvimento Urbano e Regional","População em geral","Programa de Desenvolvimento Urbano (Pró-Cidades)",2020-01-01,"Não se aplica","Não se aplica",29/2020,2020-09-29,,"O Pró-Cidades tem por objetivo proporcionar aos estados e aos municípios condições para formulação e implantação de política de desenvolvimento urbano local a partir do financiamento de investimentos apresentados na forma de projetos integrados de melhoria de um perímetro urbano, previamente definido, e, assim, garantir maior efetividade da função social da cidade e da propriedade urbana, priorizando a ocupação democrática de áreas urbanas consolidadas. Tratase do financiamento de intervenções estruturantes, a partir da qualificação do espaço público; da democratização do acesso aos equipamentos e mobiliários urbanos; do estímulo à utilização de imóveis vazios e ociosos prioritariamente para habitação de interesse social; e do uso de tecnologias para cidades inteligentes, revertendo o processo de esvaziamento e degradação urbana, além de promover a ampliação da oferta de habitações bem localizadas.","Parece não constituir programa nacional e sim instrumento de concessão de subsídios",NA,"Instrução Normativa",https://www.planalto.gov.br/ccivil_03/Portaria/IN/IN-29-20-ME.htm,"Programa governamental",Social,Infraestrutura,,,"Municípios, Estados e DF"
235,Habitação,"Secretaria de Desenvolvimento Urbano e Regional","População em geral","Programa de Desenvolvimento Urbano (Pró-Cidades)",2020-01-01,"Não se aplica","Não se aplica",29/2020,2020-09-29,,"O Pró-Cidades tem por objetivo proporcionar aos estados e aos municípios condições para formulação e implantação de política de desenvolvimento urbano local a partir do financiamento de investimentos apresentados na forma de projetos integrados de melhoria de um perímetro urbano, previamente definido, e, assim, garantir maior efetividade da função social da cidade e da propriedade urbana, priorizando a ocupação democrática de áreas urbanas consolidadas. Tratase do financiamento de intervenções estruturantes, a partir da qualificação do espaço público; da democratização do acesso aos equipamentos e mobiliários urbanos; do estímulo à utilização de imóveis vazios e ociosos prioritariamente para habitação de interesse social; e do uso de tecnologias para cidades inteligentes, revertendo o processo de esvaziamento e degradação urbana, além de promover a ampliação da oferta de habitações bem localizadas.","Parece não constituir programa nacional e sim instrumento de concessão de subsídios",NA,"Instrução Normativa",https://www.planalto.gov.br/ccivil_03/Portaria/IN/IN-29-20-ME.htm,"Programa governamental",Social,Infraestrutura,,,"Municípios, Estados e DF"
236,Transporte,"Ministério do Desenvolvimento Regional","População em geral","Programa de Infraestrutura de Transporte e da Mobilidade Urbana (Pró-Transporte)",2021-01-01,"Não se aplica","Não se aplica"," 3/2021",2021-02-17,,"2.1 O Pró-Transporte tem por objetivo promover a melhoria da mobilidade urbana, da acessibilidade universal, da qualidade de vida e do acesso aos serviços básicos e equipamentos sociais nas cidades brasileiras, por meio de investimentos em sistemas e outras infraestruturas de mobilidade urbana, compatíveis com as características locais e regionais, priorizando os modos de transporte público coletivo e os não motorizados",#N/A,#N/A,"Instrução Normativa",https://www.in.gov.br/en/web/dou/-/instrucao-normativa-n-3-de-12-de-fevereiro-de-2021-303741010,"Programa governamental",Infraestrutura,Infraestrutura,,,"2.2 O Programa está voltado ao financiamento do setor público e privado para a implantação e<br />requalificação de sistemas e melhorias na mobilidade urbana das pessoas, contribuindo para a promoção<br />do desenvolvimento urbano, econômico e social, bem como para a preservação do meio ambiente, de<br />maneira a garantir o retorno dos financiamentos concedidos e conferir maior alcance social às aplicações<br />do FGTS"
237,"Organização Agrária","Ministério da Agricultura, Pecuária e Abastecimento","Trabalhadores Rurais","Programa Titula Brasil",2020-01-01,"Não se aplica","Não se aplica","n 01/2020",2020-12-02,,"Art. 1º Instituir o Programa Titula Brasil com o objetivo de aumentar a capacidade operacional dos procedimentos de titulação e regularização fundiária das áreas rurais sob domínio da União ou do Instituto Nacional de Colonização e Reforma Agrária.",#N/A,NA,"Instrução Normativa",https://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=515&pagina=1&data=03/12/2020&totalArquivos=171,"Programa governamental","Desenvolvimento Econômico","Agropecuária e Agrária",,,"Sem especificação"
237,"Organização Agrária","Instituto Nacional de Colonização e Reforma Agrária (Incra)","Trabalhadores Rurais","Programa Titula Brasil",2020-01-01,"Não se aplica","Não se aplica","n 01/2020",2020-12-02,,"Art. 1º Instituir o Programa Titula Brasil com o objetivo de aumentar a capacidade operacional dos procedimentos de titulação e regularização fundiária das áreas rurais sob domínio da União ou do Instituto Nacional de Colonização e Reforma Agrária.",#N/A,NA,"Instrução Normativa",https://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=515&pagina=1&data=03/12/2020&totalArquivos=171,"Programa governamental","Desenvolvimento Econômico","Agropecuária e Agrária",,,"Sem especificação"
